rm SN2012ht_w2_sum.img
rm SN2012ht_w2_h5.img
rm SN2012ht_w2_full.img
rm SN2012ht_w2_all.img
rm SN2012ht_w2_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+4 SN2012ht_w1_full.img
fappend  00032662019/uvot/image/sw00032662019uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662019/uvot/image/sw00032662019uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662020/uvot/image/sw00032662020uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662020/uvot/image/sw00032662020uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662020/uvot/image/sw00032662020uw1_sk.img+3 SN2012ht_w1_full.img
fappend  00032662021/uvot/image/sw00032662021uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662021/uvot/image/sw00032662021uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662022/uvot/image/sw00032662022uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662022/uvot/image/sw00032662022uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662022/uvot/image/sw00032662022uw1_sk.img+3 SN2012ht_w1_full.img
fappend  00032662023/uvot/image/sw00032662023uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662023/uvot/image/sw00032662023uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662024/uvot/image/sw00032662024uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662024/uvot/image/sw00032662024uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662024/uvot/image/sw00032662024uw1_sk.img+3 SN2012ht_w1_full.img
fappend  00032662025/uvot/image/sw00032662025uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662025/uvot/image/sw00032662025uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662026/uvot/image/sw00032662026uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662026/uvot/image/sw00032662026uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662027/uvot/image/sw00032662027uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662027/uvot/image/sw00032662027uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662028/uvot/image/sw00032662028uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662029/uvot/image/sw00032662029uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662029/uvot/image/sw00032662029uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662030/uvot/image/sw00032662030uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662030/uvot/image/sw00032662030uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662031/uvot/image/sw00032662031uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662031/uvot/image/sw00032662031uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662032/uvot/image/sw00032662032uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662032/uvot/image/sw00032662032uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662032/uvot/image/sw00032662032uw1_sk.img+3 SN2012ht_w1_full.img
fappend  00032662033/uvot/image/sw00032662033uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662033/uvot/image/sw00032662033uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662034/uvot/image/sw00032662034uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662034/uvot/image/sw00032662034uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00085541001/uvot/image/sw00085541001uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00085541002/uvot/image/sw00085541002uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00085541003/uvot/image/sw00085541003uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00085541004/uvot/image/sw00085541004uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00085541005/uvot/image/sw00085541005uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00085541005/uvot/image/sw00085541005uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00085541005/uvot/image/sw00085541005uw1_sk.img+3 SN2012ht_w1_full.img
fextract 00032662001/uvot/image/sw00032662001uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662001/uvot/image/sw00032662001uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662001/uvot/image/sw00032662001uw1_sk.img+3 SN2012ht_w1_all.img
fappend  00032662002/uvot/image/sw00032662002uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+3 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+4 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+5 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+6 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+7 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+8 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+9 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+10 SN2012ht_w1_all.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+11 SN2012ht_w1_all.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+3 SN2012ht_w1_all.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+4 SN2012ht_w1_all.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+5 SN2012ht_w1_all.img
fappend  00032662008/uvot/image/sw00032662008uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662008/uvot/image/sw00032662008uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662009/uvot/image/sw00032662009uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662011/uvot/image/sw00032662011uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662011/uvot/image/sw00032662011uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662012/uvot/image/sw00032662012uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662012/uvot/image/sw00032662012uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662012/uvot/image/sw00032662012uw1_sk.img+3 SN2012ht_w1_all.img
fappend  00032662013/uvot/image/sw00032662013uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662013/uvot/image/sw00032662013uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662014/uvot/image/sw00032662014uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662014/uvot/image/sw00032662014uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+3 SN2012ht_w1_all.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+4 SN2012ht_w1_all.img
fappend  00032662019/uvot/image/sw00032662019uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662019/uvot/image/sw00032662019uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662020/uvot/image/sw00032662020uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662020/uvot/image/sw00032662020uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662020/uvot/image/sw00032662020uw1_sk.img+3 SN2012ht_w1_all.img
fappend  00032662021/uvot/image/sw00032662021uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662021/uvot/image/sw00032662021uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662022/uvot/image/sw00032662022uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662022/uvot/image/sw00032662022uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662022/uvot/image/sw00032662022uw1_sk.img+3 SN2012ht_w1_all.img
fappend  00032662023/uvot/image/sw00032662023uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662023/uvot/image/sw00032662023uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662024/uvot/image/sw00032662024uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662024/uvot/image/sw00032662024uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662024/uvot/image/sw00032662024uw1_sk.img+3 SN2012ht_w1_all.img
fappend  00032662025/uvot/image/sw00032662025uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662025/uvot/image/sw00032662025uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662026/uvot/image/sw00032662026uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662026/uvot/image/sw00032662026uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662027/uvot/image/sw00032662027uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662027/uvot/image/sw00032662027uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662028/uvot/image/sw00032662028uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662029/uvot/image/sw00032662029uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662029/uvot/image/sw00032662029uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662030/uvot/image/sw00032662030uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662030/uvot/image/sw00032662030uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662031/uvot/image/sw00032662031uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662031/uvot/image/sw00032662031uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662032/uvot/image/sw00032662032uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662032/uvot/image/sw00032662032uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662032/uvot/image/sw00032662032uw1_sk.img+3 SN2012ht_w1_all.img
fappend  00032662033/uvot/image/sw00032662033uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662033/uvot/image/sw00032662033uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00032662034/uvot/image/sw00032662034uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00032662034/uvot/image/sw00032662034uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00085541001/uvot/image/sw00085541001uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00085541002/uvot/image/sw00085541002uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00085541003/uvot/image/sw00085541003uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00085541004/uvot/image/sw00085541004uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00085541005/uvot/image/sw00085541005uw1_sk.img+1 SN2012ht_w1_all.img
fappend  00085541005/uvot/image/sw00085541005uw1_sk.img+2 SN2012ht_w1_all.img
fappend  00085541005/uvot/image/sw00085541005uw1_sk.img+3 SN2012ht_w1_all.img
fextract 00032662001/uvot/image/sw00032662001uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662001/uvot/image/sw00032662001uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
fappend  00032662002/uvot/image/sw00032662002uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+4 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+5 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+6 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+7 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+8 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+9 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+10 SN2012ht_w1_goodaspcor.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+11 SN2012ht_w1_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+4 SN2012ht_w1_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+5 SN2012ht_w1_goodaspcor.img
fappend  00032662008/uvot/image/sw00032662008uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662008/uvot/image/sw00032662008uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662009/uvot/image/sw00032662009uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662011/uvot/image/sw00032662011uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662011/uvot/image/sw00032662011uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
fappend  00032662013/uvot/image/sw00032662013uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662013/uvot/image/sw00032662013uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662014/uvot/image/sw00032662014uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662014/uvot/image/sw00032662014uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+4 SN2012ht_w1_goodaspcor.img
fappend  00032662019/uvot/image/sw00032662019uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662019/uvot/image/sw00032662019uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
fappend  00032662021/uvot/image/sw00032662021uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662021/uvot/image/sw00032662021uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
fappend  00032662023/uvot/image/sw00032662023uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662023/uvot/image/sw00032662023uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
fappend  00032662025/uvot/image/sw00032662025uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662025/uvot/image/sw00032662025uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662026/uvot/image/sw00032662026uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662026/uvot/image/sw00032662026uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662027/uvot/image/sw00032662027uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662027/uvot/image/sw00032662027uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662028/uvot/image/sw00032662028uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
fappend  00032662033/uvot/image/sw00032662033uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662033/uvot/image/sw00032662033uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00085541001/uvot/image/sw00085541001uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00085541002/uvot/image/sw00085541002uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00085541003/uvot/image/sw00085541003uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00085541004/uvot/image/sw00085541004uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005uw1_sk.img+1 SN2012ht_w1_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005uw1_sk.img+2 SN2012ht_w1_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005uw1_sk.img+3 SN2012ht_w1_goodaspcor.img
uvotimsum SN2012ht_w1_goodaspcor.img  outfile=SN2012ht_w1_goodsum.img exclude=none clobber=yes
rm SN2012ht_w1_goodaspcor.img
rm SN2012ht_uu_sum.img
rm SN2012ht_uu_h5.img
rm SN2012ht_uu_full.img
rm SN2012ht_uu_all.img
rm SN2012ht_uu_goodaspcor.img
fextract 00032662001/uvot/image/sw00032662001uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662001/uvot/image/sw00032662001uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662002/uvot/image/sw00032662002uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662005/uvot/image/sw00032662005uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662008/uvot/image/sw00032662008uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662009/uvot/image/sw00032662009uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662011/uvot/image/sw00032662011uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662012/uvot/image/sw00032662012uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662013/uvot/image/sw00032662013uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662014/uvot/image/sw00032662014uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662017/uvot/image/sw00032662017uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662019/uvot/image/sw00032662019uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662020/uvot/image/sw00032662020uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662021/uvot/image/sw00032662021uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662022/uvot/image/sw00032662022uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662023/uvot/image/sw00032662023uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662024/uvot/image/sw00032662024uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662025/uvot/image/sw00032662025uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662026/uvot/image/sw00032662026uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662027/uvot/image/sw00032662027uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662028/uvot/image/sw00032662028uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662029/uvot/image/sw00032662029uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662030/uvot/image/sw00032662030uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662031/uvot/image/sw00032662031uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662032/uvot/image/sw00032662032uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662033/uvot/image/sw00032662033uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00032662034/uvot/image/sw00032662034uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00085541001/uvot/image/sw00085541001uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00085541002/uvot/image/sw00085541002uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00085541003/uvot/image/sw00085541003uuu_sk_sum.img SN2012ht_uu_sum.img
fappend 00085541004/uvot/image/sw00085541004uuu_sk_sum.img SN2012ht_uu_sum.img
fextract 00032662015/uvot/image/sw00032662015uuu_sk.img+2 SN2012ht_uu_h5.img
fappend  00032662016/uvot/image/sw00032662016uuu_sk.img+2 SN2012ht_uu_h5.img
fappend  00032662018/uvot/image/sw00032662018uuu_sk.img+2 SN2012ht_uu_h5.img
uvotimsum SN2012ht_uu_h5.img  outfile=SN2012ht_uu_h5sum.img exclude=none clobber=yes
fextract 00032662001/uvot/image/sw00032662001uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662001/uvot/image/sw00032662001uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662001/uvot/image/sw00032662001uuu_sk.img+3 SN2012ht_uu_full.img
fappend  00032662002/uvot/image/sw00032662002uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662005/uvot/image/sw00032662005uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662005/uvot/image/sw00032662005uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662005/uvot/image/sw00032662005uuu_sk.img+3 SN2012ht_uu_full.img
fappend  00032662005/uvot/image/sw00032662005uuu_sk.img+4 SN2012ht_uu_full.img
fappend  00032662005/uvot/image/sw00032662005uuu_sk.img+5 SN2012ht_uu_full.img
fappend  00032662008/uvot/image/sw00032662008uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662008/uvot/image/sw00032662008uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662009/uvot/image/sw00032662009uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662009/uvot/image/sw00032662009uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662009/uvot/image/sw00032662009uuu_sk.img+3 SN2012ht_uu_full.img
fappend  00032662011/uvot/image/sw00032662011uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662011/uvot/image/sw00032662011uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662012/uvot/image/sw00032662012uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662012/uvot/image/sw00032662012uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662012/uvot/image/sw00032662012uuu_sk.img+3 SN2012ht_uu_full.img
fappend  00032662013/uvot/image/sw00032662013uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662014/uvot/image/sw00032662014uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662014/uvot/image/sw00032662014uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662015/uvot/image/sw00032662015uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662016/uvot/image/sw00032662016uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662017/uvot/image/sw00032662017uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662017/uvot/image/sw00032662017uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662017/uvot/image/sw00032662017uuu_sk.img+3 SN2012ht_uu_full.img
fappend  00032662017/uvot/image/sw00032662017uuu_sk.img+4 SN2012ht_uu_full.img
fappend  00032662018/uvot/image/sw00032662018uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662019/uvot/image/sw00032662019uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662019/uvot/image/sw00032662019uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662020/uvot/image/sw00032662020uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662020/uvot/image/sw00032662020uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662020/uvot/image/sw00032662020uuu_sk.img+3 SN2012ht_uu_full.img
fappend  00032662021/uvot/image/sw00032662021uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662021/uvot/image/sw00032662021uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662022/uvot/image/sw00032662022uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662022/uvot/image/sw00032662022uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662022/uvot/image/sw00032662022uuu_sk.img+3 SN2012ht_uu_full.img
fappend  00032662023/uvot/image/sw00032662023uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662023/uvot/image/sw00032662023uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662024/uvot/image/sw00032662024uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662024/uvot/image/sw00032662024uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662024/uvot/image/sw00032662024uuu_sk.img+3 SN2012ht_uu_full.img
fappend  00032662025/uvot/image/sw00032662025uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662025/uvot/image/sw00032662025uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662026/uvot/image/sw00032662026uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662026/uvot/image/sw00032662026uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662027/uvot/image/sw00032662027uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662027/uvot/image/sw00032662027uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662028/uvot/image/sw00032662028uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662029/uvot/image/sw00032662029uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662029/uvot/image/sw00032662029uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662030/uvot/image/sw00032662030uuu_sk.img+1 SN2012ht_uu_full.img
fappend  00032662030/uvot/image/sw00032662030uuu_sk.img+2 SN2012ht_uu_full.img
fappend  00032662031/uvot/image/sw00032662031uuu_sk.img+1 SN2012ht_uu_full.img
