,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,template status, ,max_ks,filters_used,notes,other_SNe,ra,dec,gallat,gallong,Avschaflly,morphology,reference,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,PNLF_dm,PNLF_dm_err,PNLF_dm_ref,Other_dm,Other_dm_err,Other_dm_ref,TF_dm,TF_dm_err,TF_dm_ref,test
SN2018zz,NGC 5419, ,Ia,0.013763,ATLAS18mlg_ASASSN-18en,12, ,14:03:39.043,-33:58:43,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18da,GALEXASC J032916.48-235840.2, ,Ia,0.02, ,19, ,03:29:16.648,-23:58:43,done, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18bt, , ,Ia,0.010981, ,20, , , ,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018gn, , ,II,0.037503,ASASSN-18ap,18, ,01:46:42.450 ,+32:30:29.30,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18an, , ,Ia,0.017906, ,9, , , ,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2018zr, , ,TDE,0.071, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018zd,NGC 2146, ,IIn,0.002979, ,31, ,06:18:03.180,+78:22:00.90,"needs w1, b, v",mastincomplete,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018yu,NGC 1888, ,Ia,0.008112, ,16, ,05:22:32.360,-11:29:14,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018xx,NGC 4767, ,Ia,0.00999, ,17, ,12:53:48.238,-39:41:49,done, ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018pv,NGC 3941, ,Ia,0.003102, ,13?, ,11:52:55.763,+36:59:10.36,done, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018pc,UGC 5049, ,Ia,0.009, ,8, ,09:28:55.170,+49:14:17.30,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018oh, , , , , , , , , , ,mast, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2018kp,NGC 3367, ,Ia,0.010142, ,13, ,10:46:33.060,+13:44:31.00,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018is,NGC 5054, ,II,0.005811, ,6, ,13:16:57.35,-16:37:04,done, ,3, , , , ,SN2014A, , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018gv,NGC 2525, ,Ia,0.005274, ,29, ,08:05:34.610,-11:26:16,done,notemplatesonmast,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018gk,WISE J163554.27+400151.8, ,II,0.031,ASASSN-18am, , ,16:35:53.908,+40:01:58.31,done, , , ,https://ui.adsabs.harvard.edu/abs/2020arXiv200700008B/abstract, , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2018gj,NGC 6217, ,IIb,0.004543, ,5, ,16:32:02.305,+78:12:40.94,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bi,UGC 1792, ,Ia,0.01668, ,4, ,02:19:53.280,+29:02:02.70,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018afm,UGC 4139, ,II?,0.016291, ,3, ,07:59:25.030,+16:25:35.40,done, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017lf,NGC 1233, ,Ia,0.01464, ,6, ,03:12:33.600,+39:19:15.30,done, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jmk,NGC 7541, ,II,0.00947, ,1, ,23:14:45.100,+04:31:51.10,most, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jl, , ,Ia,0.016331, ,9, ,00:57:31.900,+30:11:06.83,done, ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jd,IC 5334, ,Ia,0.007368, ,3, ,23:34:36.470,-4:32:04,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jmk,NGC 7541, ,II,0.00947, ,1, ,23:14:45.100,+04:31:51.10, , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17ri, , ,Ia,0.019417, ,13, , , ,done, ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jbj,NGC 259, ,CC,0.013492, ,1, ,00:48:05.420,-2:47:22,short, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jav,CGCG 285-013, ,Ia,0.01517, ,0, ,07:02:55.500,+62:46:21.00,done, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017izu,IC 4352, ,Ia,0.016915, ,11, ,13:58:26.266,-34:30:58,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018gj,NGC 6217, ,IIb,0.004543, ,5, ,16:32:02.305,+78:12:40.94,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017iyb,ESO 425-G10, ,Ia,0.010108, ,16, ,06:08:56.810,-27:47:45,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bi,UGC 1792, ,Ia,0.01668, ,2, ,02:19:53.280,+29:02:02.70,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17qz, , ,Ia,0.017, ,5, , , ,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17qg, , ,Ia,0.01933, ,3, , , ,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017iji,NGC4174, ,Ia,0.013493,ASASSN-17pk,1,10,12:12:27.010 ,+29:08:57.66,UVdone, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jbj,NGC 259, ,CCSN,0.013492, ,1, ,00:48:05.420,-2:47:22,short, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ivu,NGC 5962, ,IIP,0.006528, ,3, ,15:36:32.700,+16:36:19.40, , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017igf, , ,Ia,0.005624,ASASSN-17pg,9, ,11:42:49.650 ,+77:22:12.79,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017hpa,UGC 3122, ,Ia,0.015654, ,14, ,04:39:50.750,+07:03:54.90,done, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017hoq, , ,Ia,0.02, ,8, ,05:19:20.290,-17:36:42,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017hjy, , ,Ia,0.007, ,13, ,02:36:02.560,+43:28:19.51,done, ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017hgz,NGC7130, ,Ia,0.016151,ASASSN-17ng,9, ,21:48:20.120 ,-34:57:10.40,done, ,7, , ,SN2010bt, , , , , , , , , , , , , ,Jones_etal_HSTobs_pending, , , , , , , , , , , , ,test
SN2017hjw,UGC 3245, ,Ia,0.016161, ,13, ,05:08:43.990,+70:28:32.28,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017hle,NGC 383, ,Ia-91bg,0.015701, ,9, ,01:07:33.060,+32:24:30.00,done, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017hbj,ESO 84-G21, ,II,0.017422, ,3, ,04:31:07.680,-63:19:11, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17mz, , ,Ia,0.0161, ,14, , , ,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017hou,UGC 2969, ,Ia,0.016738, ,7, ,04:09:02.140,-1:09:36,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017hcc,GALEX 2674128878581058535, ,IIn,0.0173, , , ,00:03:50.580,-11:28:29,early, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017gxq,NGC 4964, ,Ia,0.008406, , , ,13:05:24.010,+56:19:27.05, , ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017gup, , ,Ia,0.0235, ,9, ,03:29:34.250,+10:58:23.20,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17mh, , ,Ia,0.015427, ,12, , , ,done, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2016ezh, , ,II,0.08, ,28, ,01:58:05.0,-0:52:22, , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#MASTERJ132501.00+431846.1 CV, , ,Unk,0.004, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#ASASSN-17lz declined, , ,Ia,0.017,declined, , , , , , ,skip, , , ,15h57m29.7739s,15d52m21.432s,28.146883,45.546837,0.108,(R)SAB(s)0+:,1998AJ....115....6B,5218,25,5850,37, , , , , , , , , , , , , , , ,test
SN2017guh, , ,Ia,0.015,ASASSN-17mh,8, ,05:03:13.145 ,-22:49:59.16,early, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017gry,ESO 155-G36, ,II,0.019, ,1?, ,03:28:07.941,-56:34:42, , ,4, , , ,3h28m07.56s,-56d34m35.6016s,270.524438,-49.519051,0.069,S0(r?),2012ApJS..199...26H,5797,20,5863,32, , , , , , , , , , , , , , , ,test
SN2017gpn,NGC 1343, ,IIb,0.007,MASTEROTJ033744.97+723159.0,3, ,03:37:44.970,+72:31:59.00, , ,3, , , ,3h37m49.6999s,72d34m16.7988s,134.738808,13.633215,0.915,SAB(s)b: pec,1991RC3.9.C...0000d,2215,7,2415,17, , , , , , , , , , , , , , , ,test
SN2017gmr, , , , , , , , , , ,nomasttemplates, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2017glq,IC 208, ,Ia,0.012, ,3, ,02:08:28.000,+06:23:16.60,done, ,2, , , ,2h08m27.7399s,6d23m41.7012s,154.813055,-51.64497,0.147,SAbc,2006PrivC.U..D....W,3524,29,3401,32, , , , , , , , , , , , , , , ,test
SN2017glx,NGC 6824, ,Ia-91T,0.011, ,7, ,19:43:40.290,+56:06:36.30,done, ,2, , , ,19h43m40.6999s,56d06m34.0992s,88.630563,15.448571,0.334,SA(s)b:,1992ApJS...83...29S,3386,30,3707,35, , , , , , , , , , , , , , , ,test
SN2017gjn,NGC 1067, ,Ia,0.015, ,4, ,02:43:48.410,+32:31:33.70,done, ,3, , , ,2h43m50.52s,32d30m42.8004s,148.8451,-24.642639,0.482,SAB(s)c,1991RC3.9.C...0000d,4533,7,4423,19, , , , , , , , , , , , , , , ,test
SN2017gkk,NGC 2748, ,IIb,0.004923, ,3, ,09:13:44.370,+76:28:42.40, , ,2, , , ,9h13m43.02s,76d28m31.1988s,136.254906,34.361457,0.071,SAbc HII,1996A&amp;AS..116...15K;,1476,2,1833,16, , , , , , , , , , , , , , , ,test
#SN2017ghu declined?, , ,unk,0.018,declined, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ghs,ESO 317-G32, ,Unk,0.018, ,3, ,10:28:02.182,-42:06:21,done, ,2, , , ,10h28m01.6301s,-42d06m38.5992s,276.418612,13.260206,0.363,(R')SAB:(r)b,1992ApJS...81..413M,5440,10,5966,54, , , , , , , , , , , , , , , ,test
SN2017gci, , ,SLSN-I,0.09, ,5, ,06:46:45.026,-27:14:56, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017gbb, , ,Iax,0.01,Gaia17car,3, , , ,done, ,2, , , ,5h53m00.0799s,-17d52m33.8988s,223.013034,-20.708068,0.196,SA(rs)c,2006HIPAS.C...0000:,3124,6,3141,17, , , , , , , , , , , , , , , ,test
SN2017gax,NGC 1672, ,Ib/c,0.0044,DLT17ch,4, ,04:45:49.430,-59:14:43, ,noopttemplatesmast,9, , , ,4h45m42.4999s,-59d14m49.8516s,268.7838204,-38.9899644,0.062,(R'_1:)SB(r)bc Sy2,2004AJ....128...16K,1331,3,1218,16, , , , , , , , , , , , , , , ,test
SN2017gas,2MASX J20171114+5812094, ,IIn,0.01, ,4, ,20:17:11.320,+58:12:08.00, , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017gah,NGC 7187, ,Ia,0.008906,ASASSN-17kq_ATLAS17jiv,8, ,22:02:42.430,-32:47:34,done, ,3, , , ,22h02m44.5601s,-32d48m07.8012s,13.58955,-53.267053,0.092,(R)SAB(r)0^+,1989ESOLV.C...0000L,2670,21,2810,25, , , , , , , , , , , , , , , ,test
#SN2017fzy declined, , ,Ia,0.014,declined,3, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017fzw,NGC 2217, ,Ia-91bg,0.0054, ,24, ,06:21:34.770,-27:12:54,done,nomasttemplates,5, , , ,6h21m39.78s,-27d14m01.5s,234.850442,-18.130684,0.115,(R)SB(rs)0/a LINER?,1991RC3.9.C...0000d,1619,5,1596,18, , , , , , , , , , , , , , , ,test
# SN2017fyp nova, , ,nova, , ,6, , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017fvl,UGC 2358, ,Ia,0.014,ASASSN-17kf,5, ,02:55:42.631,+75:09:15.52,done, ,2, , , ,2h55m42.6199s,75d09m15.9012s,130.771135,14.20821,1.271,SB(r)b,1991RC3.9.C...0000d,4300,11,4432,21, , , , , , , , , , , , , , , ,test
SN2017fhm, , , , ,PS17dqb,1, ,21:35:15.263 ,-06:58:28.23,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2017fro?, , ,AGN,0.164,ASASSN-17jz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ffv,ESO 384-G18, ,Ia,0.014,Gaia17bvc,17, ,13:57:21.6,-34:46:25,done, ,3, , , ,13h57m22.5s,-34d46m36.4008s,317.982279,26.160589,0.205,S?,1989ESOLV.C...0000L,4200,40,4250,45, , , , , , , , , , , , , , , ,test
SN2017fgc,NGC 0474, ,Ia,0.008,DLT17bx,26, ,01:20:14.440,+03:24:09.96,done, ,8, , , ,1h20m06.6907s,3d24m55.4364s,136.797627,-58.682275,0.093,(R')SA(s)0^0^,2011MNRAS.413..813C,2315,5,2258,14, , , , , , , , , , , , , , , ,test
ASASSN-17ip, , ,Unk,0.018, ,9, , , ,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017faf, , ,SLSN-II,0.0295,PS17egb_ATLAS17hpt,3, ,17:34:39.980,+26:18:22.00, , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017faa,IC 4224, ,II,0.01845, ,2, ,13:19:03.900,-2:30:46,skip, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ezd,ESO 339-G9, ,Ia,0.018, ,7, ,19:56:38.660,-38:36:28,done, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017exo,IRAS 18294+1636, ,Ia,0.016,ASASSN-17ie,7, ,18:31:41.813,+16:39:05.21,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017erv,AM 1904-844, ,Ia,0.017035,ASASSN-17ho,8, ,19:18:47.390,-84:41:51, , ,2, , , ,19h18m46.7299s,-84d41m53.8008s,308.875936,-27.63382,0.361,COMPACT,20096dF...C...0000J,5107,45,5432,59, , , , , , , , , , , , , , , ,test
SN2017eqx, , , , ,PS17dhz,13, ,22:26:48.370 ,+17:08:52.40,short, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017err, , , , , ,1, ,11:11:25.110,+00:06:58.58, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17gx?, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ens, , , , ,ATLAS17gqa,5, ,12:04:09.367 ,-01:55:52.25,short, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#OGLE17aaj?, , ,TDE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017evn,SDSS J114723.29+232157.5, ,Ia,0.017,ASASSN-17hz,3, ,11:47:23.270,+23:21:53.57,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2017egv, , ,cv, ,ASASSN-17gs, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017erp,NGC 5861, ,Ia,0.006174, ,6+, ,15:09:14.803,-11:20:03,done,mast,11, , , ,15h09m16.0901s,-11d19m18.0012s,348.526762,39.052991,0.289,SAB(rs)c HII,2005A&amp;A...430..373T;,1851,1,2102,20, , , , , , , , , , , , , , , ,test
ASASSN-17ho, , , , , ,8, , , ,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017eoc, , , ,0.018688,Gaia17bmq,6, , , ,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017enx,ESO 92-G14, , ,0.006398,ASASSN-17hk,6, ,10:10:52.070,-66:38:50,done, ,2, , , ,10h10m52.1599s,-66d38m50.7012s,287.955132,-8.565887,0.552,SAB(r)0^+,2003AJ....126.2268W,1918,35,1721,40, , , , , , , , , , , , , , , ,test
SN2017emq,UGC 5369, ,Ia,0.005247,PS17dfh,9, ,10:00:18.570,+54:32:23.07,done, ,2, , , ,10h00m18.9s,54d32m18.8988s,159.523369,48.622259,0.017,S,2004SDSS3.C...0000:,1573,15,1978,24, , , , , , , , , , , , , , , ,test
iPTF14hls, , ,II-wierdo, , ,10, , , ,done-ish, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ekr,UGC 12323, ,Ia,0.019,ATLAS17glh,9, ,23:02:32.190,+32:35:13.18,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17hb, , ,Ia,0.019, ,9, , , ,done, ,9, , , ,23h02m33.1099s,32d35m39.5988s,97.787095,-24.906564,0.252,Sc,1991RC3.9.C...0000d,5970,10,5967,25, , , , , , , , , , , , , , , ,test
#SN2017emb not observed_mislabeled should be 2017ebm?, , , , ,PS17det, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017egm, , ,SLSN-I,0.0307,Gaia17biu,33, ,10:19:05.620 ,+46:27:14.08,early, ,5, , , ,10h19m05.1257s,46d27m14.796s,169.822013,54.399073,0.03,SB(s)bc pec,1995ApJS..100...69F,9210,36,9522,38, , , , , , , , , , , , , , , ,test
SN2017egb,CGCG 079-058, ,Ia,0.016151,ASASSN-17gr,19, ,16:08:39.410,+12:00:40.21, , ,7, , , ,16h08m39.569s,12d00m38.5272s,24.827415,41.489387,0.152, ,1999PASP..111..438F,4842,48,5472,56, , , , , , , , , , , , , , , ,test
SN2017ein,NGC 3938, ,Ic,0.0027,Gaia17bjw,16, ,11:52:53.250,+44:07:26.20, ,mast,4, , , ,11h52m49.4501s,44d07m14.5992s,153.877123,69.31922,0.057,SA(s)c HII,1991RC3.9.C...0000d,809,4,1134,16, , , , , , , , , , , , , , , ,test
SN2017ejb,NGC 4696, ,Ia-91bg-like,0.009867,DLT17bk,13, ,12:48:36.010,-41:19:34,done, ,9, , , ,12h48m49.2499s,-41d18m38.9988s,302.403493,21.558278,0.299,E+1 pec;BrClG LINER,1991RC3.9.C...0000d,2958,15,4347,107, , , , , , , , , , , , , , , ,test
SN2017ebm,MCG -03-34-66, ,Ia-91bg,0.016732, ,4, ,13:23:19.100,-19:37:17,done, ,4, ,mislabeled2017emb, , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017eaw,NGC 6946, ,II,0.000133,Gaia17bmy,29, ,20:34:44.238,+60:11:36.00,done,mast,5, , , ,20h34m52.3236s,60d09m14.094s,95.7189315,11.6729771,0.919,SAB(rs)cd;Sy2 HII,2008MNRAS.388..500E,40,2,401,19, , , , , , , , , , , , , , , ,test
SN2017dzs, , ,Ia-91bg-like,0.0173,Gaia17bie,5, , , ,done, ,2, , , ,23h32m29.0599s,23d55m51.8016s,100.648915,-35.501095,0.157,S0,1999ApJS..121..287H,5177,29,5140,36, , , , , , , , , , , , , , , ,test
SN2017dwq,2MASX J09033237-2120017, ,IIn,0.018,ASASSN-17fy,1, ,09:03:32.200,-21:20:07,somedone, , , , , ,9h03m32.3438s,-21d20m00.8916s,248.344081,16.614474,0.425,HII,20096dF...C...0000J,5456,45,5792,58, , , , , , , , , , , , , , , ,test
SN2017dwh, , , , ,PS17dbf_ATLAS17fau,11, ,14:34:42.939,+31:29:17.34,done, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017drh,NGC 6384, ,Ia,0.005554,DLT17aw,2,10085,17:32:26.056,+07:03:47.38,done, ,2, ,reddened, ,17h32m24.3s,7d03m37.0008s,30.260034,20.770689,0.331,SAB(r)bc LINER,1998AJ....115...62H,1665,1,2128,18, , , , , , , , , , , , , , , ,test
SN2017kdz, , ,Ia,0.0164,MASTEROTJ141551.21-480802.6,2, , , ,done, ,2, , , ,14h15m54.69s,-48d06m53.4996s,317.190443,12.404506,0.547,E,2008AJ....135.2424O,4123,20,4353,36, , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017dps,IC 4296, ,Ia,0.012,ASASSN-17fr,40+, ,13:36:40.040,-33:58:01,done, ,10, , , ,13h36m39.03s,-33d57m56.9988s,313.5382851,27.9730709,0.172,E;RLG;BrClG LINER,2000MNRAS.313..469S,3737,10,3041,50, , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017dit,2MASX J15275941+4250592, ,Ia,0.01859,Gaia17bci,6, ,15:27:58.924,+42:50:48.69,done, ,12, , , ,15h27m59.4s,42d50m58.3008s,69.714592,54.70538,0.07,Sbrst,2004AJ....128..644G,5573,45,6109,49, , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017dei,ESO 529-G5, ,Ia,0.019804,Gaia17bat,10, ,20:49:48.851,-25:42:03,done, ,4, , , ,20h49m47.2399s,-25d41m55.2984s,19.78236,-36.419823,0.223,(R)SB(l)0^+,1991ApJS...75..935d,5937,32,6183,37, , , , , , , , , , , , , , , ,test
ASASSN-17fk, , ,Ia,0.007,SN2017dhr,1, , , , , ,4, , , ,5h46m47.46s,-16d46m57.3996s,221.311787,-21.643899,0.224,S0+: sp,1998A&amp;AS..130..333T;,2142,5,2141,15, , , , , , , , , , , , , , , ,test
#SN2017dgm  nothing at this position, , ,Ia,0.018, ,4, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017dcc, , ,Ic-BL,0.043,ATLAS17eac_Gaia17bkg,5, ,12:49:04.890,-12:12:22,done, ,1,all (mostly 20d5),mislabeledATLAS17dcc_inToOrequest, , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017des, , , ,0.007,PS17cke,2, ,12:34:18.901, +06:28:27.07,short, ,2, , , ,12h34m19.3301s,6d28m03.6984s,291.024081,68.94279,0.057,IBm HII,1985AJ.....90.1681B,2012,4,998,66, , , , , , , , , , , , , , , ,test
SN2017dau, , ,LBV,0.01062,PS17chm,2, , , , , ,3, , , ,14h14m14.7732s,35d25m25.1652s,63.222072,70.511732,0.063,S?,1991RC3.9.C...0000d,3184,7,3770,26, , , , , , , , , , , , , , , ,test
SN2017daf,UGC 9386, ,Ia,0.019,ASASSN-17ez,8, ,14:34:52.700,+40:44:52.87,done, ,3, , , ,14h34m52.7801s,40d44m52.836s,72.190753,64.737364,0.042,SBab,2004SDSS3.C...0000:,5696,51,6251,56, , , , , , , , , , , , , , , ,test
SN2017cze,NGC 3546, ,Ia,0.015,ASASSN-17er,3, ,11:09:46.820,-13:22:51,done, ,3, , , ,11h09m46.7902s,-13d22m51.1032s,268.394643,42.571811,0.143,SA0- pec:,2008AJ....135.2424O,4455,24,4938,48, , , , , , , , , , , , , , , ,test
SN2017cyy,ESO 91-G15, ,Ia,0.0098,SN2017cyyDLT17ar_Gaia17bei,13, ,09:36:36.201,-63:56:54,done, ,3, , , ,9h36m32.6501s,-63d56m39.9984s,283.421835,-8.728439,0.67,SAB(s)m?,2006HIPAS.C...0000:,2931,10,2861,24, , , , , , , , , , , , , , , ,test
#SN2017cxx, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17em, , , , , ,12, , , ,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ckq,ESO 437-G56, ,Ia,0.01,ATLAS17dfo_Gaia17bhb,5, ,10:44:25.390,-32:12:33,done, ,3, , , ,10h44m24.4301s,-32d12m35.2008s,273.902797,23.405244,0.202,SB(rs)bc,1992ApJS...81..413M,2966,10,2985,26, , , , , , , , , , , , , , , ,test
ASASSN-17ea, , ,Ia,0.014, ,8, , , ,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017cjb,NGC 4779, ,II,0.0094, ,1, ,12:53:50.450,+09:42:17.70,done, ,2, , , ,12h53m50.8358s,9d42m36.2376s,304.914605,72.57252,0.059,SB(rs)bc;HII Sbrst,2008AJ....136..713K,2831,1,3337,31, , , , , , , , , , , , , , , ,test
SN2017cfd,IC 511, ,Ia,0.012085,PS17ceu_Gaia17avm,10, ,08:40:49.150,+73:29:15.14,done, ,4, , , ,8h40m50.4499s,73d29m12.0012s,140.576316,33.600605,0.059,S0/a:,1999PASP..111..438F,3623,49,3888,51, , , , , , , , , , , , , , , ,test
SN2017cbr,CGCG 098-015, ,Ia,0.0173,PS17bwe,8, ,11:58:46.780,+15:43:08.87,done, ,4, , , ,11h58m47.1s,15d42m58.6116s,253.296388,73.279541,0.149,SABab(r),2006SDSS5.C...0000:,5178,25,5746,42, , , , , , , , , , , , , , , ,test
SN2017azw,ESO 15-G10, ,Ia,0.02,ASASSN-17cs,10, ,04:22:49.710,-82:04:10,done, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017cbv,NGC 5643, ,Ia-99aa,0.003999,DLT17u,10+, ,14:32:34.420,-44:08:03,done,mast,14,0x0379,early_grism,SN2013aa,14h32m40.7436s,-44d10m27.8616s,321.4428064,15.0282448,0.452,SAB(rs)c Sy2,2004AJ....128...16K,1199,2,1051,21, , ,ref, , ,ref, , ,ref, , ,ref, , , ,test
SN2017cak, , , , ,ATLAS17bkt,3, ,15:19:18.860 ,+28:13:44.48,done, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2017czw, , , , ,PS17cft, , ,14:14:32.146 ,-03:33:19.65,done_noSN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
