name,type,redshift,right ascension,declination,TNSprefix
SN2018cow,Ic-BL,0.014,244.000917,22.268031,SN
SN2018cow,Ic-BL,0.014,244.000917,22.268031,SN
SN2018cni,Ia-pec,0.032,225.3450977,-10.1806704,SN
SN2018cow,Ic-BL,0.014,244.000917,22.268031,SN
SN2018cnw,Ia-91T-like,0.028,254.770958,47.23645,SN
SN2018bym,SLSN-I,0.267,280.805952473,45.2078367617,SN
SN2018coi,Ia,0.0594,244.74158139,56.716899061,SN
SN2018bwr,IIn,0.046,232.109042,8.80615,SN
SN2018bym,SLSN-I,0.267,280.805952473,45.2078367617,SN
SN2018bsz,II,0.027,242.412965541,-32.0626763514,SN
SN2018bsz,II,0.027,242.412965541,-32.0626763514,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2018atq,SLSN-II,0.167,176.7670743,19.551192,SN
SN2018bgv,SLSN-I,0.08,165.626208,55.598831,SN
SN2018zf,II,0.01905,291.831463,65.565086,SN
SN2018byg,Ia-pec,0.066,185.8398698,46.6023125,SN
SN2018bta,Ia,0.0195,254.494458,-62.731681,SN
SN2018bgv,SLSN-I,0.08,165.626208,55.598831,SN
SN2018bgv,SLSN-I,0.08,165.626208,55.598831,SN
SN2018zf,II,0.01905,291.831463,65.565086,SN
SN2018avk,Ic,0.132,197.865625,65.6381,SN
SN2018bvw,Ic-BL,0.054,178.1817541,25.6750332,SN
SN2017hcc,IIn,0.0173,0.960792,-11.474611,SN
SN2017gas,IIn,0.01,304.297333,58.20225,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2018atq,SLSN-II,0.167,176.7670743,19.551192,SN
SN2018bek,II,0.0218,233.006458,68.241919,SN
SN2018zf,II,0.01905,291.831463,65.565086,SN
SN2018avk,Ic,0.132,197.865625,65.6381,SN
SN2018beh,Ib,0.051,142.8459727,17.8077,SN
SN2017jd,Ia,0.007,353.651958038,-4.53453429439,SN
SN2018aoz,Ia,0.0058,177.757542,-28.744081,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2018adu,II,0.066,213.40867425,34.9455782314,SN
SN2016itd,Ia,0.0175,214.698917,24.940839,SN
SN2017ckq,Ia,0.01,161.105708,-32.209139,SN
SN2017azw,Ia,0.02,65.707125,-82.069358,SN
SN2018aoz,Ia,0.0058,177.757542,-28.744081,SN
SN2018aoz,Ia,0.0058,177.757542,-28.744081,SN
SN2018aoz,Ia,0.0058,177.757542,-28.744081,SN
SN2018aoz,Ia,0.0058,177.757542,-28.744081,SN
SN2018aoq,II,0.003319,182.65925,39.396631,SN
SN2018agk,Ia,0.026128,197.651555472,-4.48574127155,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2018agk,Ia,0.026128,197.651555472,-4.48574127155,SN
SN2018agk,Ia,0.026128,197.651555472,-4.48574127155,SN
SN2018xx,Ia,,193.451125,-39.6971,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2018aaz,Ia,0.023,153.451125,38.7631,SN
SN2018acj,II,0.0078,207.16971132,43.418373192,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2018oh,Ia,0.012,136.664917,19.338089,SN
SN2018yu,Ia,0.008,80.63487875,-11.4871825,SN
SN2018pv,Ia,0.0031,178.232333,36.986211,SN
SN2018ph,Ia,0.0304,122.76005619,5.0872647619,SN
SN2018xx,Ia,,193.451125,-39.6971,SN
SN2018xx,Ia,,193.451125,-39.6971,SN
SN2018gv,Ia,0.0053,121.394083,-11.438019,SN
SN2018yt,II,0.052,134.898292,45.611639,SN
SN2018xx,Ia,,193.451125,-39.6971,SN
SN2018pv,Ia,0.0031,178.232333,36.986211,SN
SN2018kp,Ia,0.010142,161.637792,13.741869,SN
SN2018pc,Ia,0.009,142.229718182,49.2381054545,SN
SN2018pq,II,0.006,193.88038,-50.05471,SN
SN2018oh,Ia,0.012,136.664917,19.338089,SN
SN2018pv,Ia,0.0031,178.232333,36.986211,SN
SN2018pv,Ia,0.0031,178.232333,36.986211,SN
SN2018gv,Ia,0.0053,121.394083,-11.438019,SN
SN2018ph,Ia,0.0304,122.76005619,5.0872647619,SN
SN2018oh,Ia,0.012,136.664917,19.338089,SN
SN2018is,II,,199.238958,-16.617897,SN
SN2018gv,Ia,0.0053,121.394083,-11.438019,SN
SN2018gj,II,0.004556,248.009583,78.211369,SN
SN2018ec,Ic,0.009,156.961542,-43.90175,SN
SN2017egm,SLSN-I,0.030721,154.773417,46.453911,SN
SN2019xtw,II,0.015964,40.890125,-38.625211,SN
SN2019yvr,Ib,0.005,191.283897036,-0.459120025663,SN
SN2019yvr,Ib,0.005,191.283897036,-0.459120025663,SN
SN2019yvq,Ia,0.009,186.841042,64.79995,SN
SN2019wzx,II,0.0275,37.7823461268,4.3113182481,SN
SN2019xfs,SLSN-II,0.116,287.5204368,32.3448405,SN
SN2019xtw,II,0.015964,40.890125,-38.625211,SN
SN2019unb,SLSN-I,0.0635,146.987542,0.82665,SN
SN2019xdf,II,0.013012,141.966071314,68.411859552,SN
SN2019wep,II-pec,0.025,166.15430554,45.97748552,SN
SN2019wzx,II,0.0275,37.7823461268,4.3113182481,SN
SN2019szu,SLSN-I,0.213,2.55475,-19.69235,SN
SN2019xdf,II,0.013012,141.966071314,68.411859552,SN
SN2019wzx,II,0.0275,37.7823461268,4.3113182481,SN
SN2019vxm,II,0.019,299.618917,62.137731,SN
SN2019vsr,II,0.027,30.4905,44.80895,SN
SN2019wrt,IIn,0.057273,79.1999778527,-7.47862865916,SN
SN2019wep,II-pec,0.025,166.15430554,45.97748552,SN
SN2019unb,SLSN-I,0.0635,146.987542,0.82665,SN
SN2019vrq,Ia-91T-like,0.013,46.0893771035,-16.0241301536,SN
SN2019wep,II-pec,0.025,166.15430554,45.97748552,SN
SN2019wdx,Ia,0.017155,125.922506667,21.4344366667,SN
SN2019wcj,Ia,0.01,78.618875,-62.1705,SN
SN2019vxm,II,0.019,299.618917,62.137731,SN
SN2019szu,SLSN-I,0.213,2.55475,-19.69235,SN
SN2019vrq,Ia-91T-like,0.013,46.0893771035,-16.0241301536,SN
SN2019vxm,II,0.019,299.618917,62.137731,SN
SN2019vrq,Ia-91T-like,0.013,46.0893771035,-16.0241301536,SN
SN2019uba,SLSN-II,0.3035,35.8697569,-1.98303275,SN
SN2019stc,SLSN-I,0.1178,103.5962619,17.4920422,SN
SN2019ust,II,0.022035,13.593417,31.670169,SN
SN2019tua,II,0.010424,329.501167,24.265861,SN
SN2019ust,II,0.022035,13.593417,31.670169,SN
SN2019tjt,II,0.0476,4.26530465231,31.5725286874,SN
SN2019ust,II,0.022035,13.593417,31.670169,SN
SN2019nvm,II,0.01815,261.411114384,59.4467399895,SN
SN2019szu,SLSN-I,0.213,2.55475,-19.69235,SN
SN2019qfb,SLSN-II,0.1423,311.300125,-12.011081,SN
SN2019fmb,IIn,0.016,186.681917956,56.0757942101,SN
SN2019tua,II,0.010424,329.501167,24.265861,SN
SN2019ubs,Ia,0.034,36.600458,28.507931,SN
SN2019tdf,Ia,0.0155,266.620708,30.706881,SN
SN2017gas,IIn,0.01,304.297333,58.20225,SN
SN2019tua,II,0.010424,329.501167,24.265861,SN
SN2019tjt,II,0.0476,4.26530465231,31.5725286874,SN
SN2019rwd,II,0.017,2.69124128146,21.1390918086,SN
SN2019sgh,SLSN-I,0.344,18.16425,36.473556,SN
SN2019sgg,SLSN-I,0.5726,15.299042,14.0265,SN
SN2019njv,IIn,0.01458,304.9883221,15.3774181,SN
SN2019rwd,II,0.017,2.69124128146,21.1390918086,SN
SN2019rwd,II,0.017,2.69124128146,21.1390918086,SN
SN2019rwd,II,0.017,2.69124128146,21.1390918086,SN
SN2019rwd,II,0.017,2.69124128146,21.1390918086,SN
SN2019pud,SLSN-I,0.1136,318.229208,-16.6353,SN
SN2019qfb,SLSN-II,0.1423,311.300125,-12.011081,SN
SN2019rpp,Ia,0.032,162.32774664167,22.982732966667,SN
SN2019rpn,II,0.026,319.9216636,37.5220721,SN
SN2019qem,IIn,0.042,90.937542,-64.37665,SN
SN2019qch,II,0.024,277.307542,41.042319,SN
SN2019qav,Ibn,0.1353,252.053731953,48.080566594,SN
SN2019neq,SLSN-I,0.1075,268.611401588,47.261284416,SN
SN2019qym,Ia,0.019917,45.00175,30.988419,SN
SN2019nvm,II,0.01815,261.411114384,59.4467399895,SN
SN2019hge,SLSN-I,0.0866,336.088375,24.788089,SN
SN2019nhs,SLSN-I,0.19,13.0060546916,7.61661248499,SN
SN2019qar,Ib-pec,0.01,323.941708,-63.904453,SN
SN2019fdr,SLSN-II,0.2666,257.278578935,26.8556946632,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2019gmh,II,0.030666,247.763208,41.153981,SN
SN2019pjs,II,0.007415,271.168083,21.634511,SN
SN2019pjs,II,0.007415,271.168083,21.634511,SN
SN2019odf,II,0.032019,342.186208,27.57185,SN
SN2019pjv,Ia-91T-like,0.023,258.645125,28.123919,SN
SN2019oxn,II,0.02,267.803284279,51.3825506173,SN
SN2019lsm,Ibn,0.04168,218.76063906,14.77690375,SN
SN2019njv,IIn,0.01458,304.9883221,15.3774181,SN
SN2019nvm,II,0.01815,261.411114384,59.4467399895,SN
SN2019nhs,SLSN-I,0.19,13.0060546916,7.61661248499,SN
SN2019nvm,II,0.01815,261.411114384,59.4467399895,SN
SN2019oxn,II,0.02,267.803284279,51.3825506173,SN
SN2019neq,SLSN-I,0.1075,268.611401588,47.261284416,SN
SN2019ovr,II,0.013059,112.209417,35.547531,SN
SN2019hge,SLSN-I,0.0866,336.088375,24.788089,SN
SN2019neq,SLSN-I,0.1075,268.611401588,47.261284416,SN
SN2019odf,II,0.032019,342.186208,27.57185,SN
SN2019myl,Ia,0.0705,31.347083,30.767031,SN
SN2019lsq,SLSN-I,0.14,1.169167,42.869819,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2019hge,SLSN-I,0.0866,336.088375,24.788089,SN
SN2019fdr,SLSN-II,0.2666,257.278578935,26.8556946632,SN
SN2019omp,II,0.045,260.1429702,51.6327797,SN
SN2019odp,Ib,0.014353,346.829542,13.85595,SN
SN2019odf,II,0.032019,342.186208,27.57185,SN
SN2019ofc,II,0.021,23.403875,-38.59975,SN
SN2019odp,Ib,0.014353,346.829542,13.85595,SN
SN2019njv,IIn,0.01458,304.9883221,15.3774181,SN
SN2019nvm,II,0.01815,261.411114384,59.4467399895,SN
SN2019odh,Ia,0.053654,282.732633171,39.3989966096,SN
SN2019nvm,II,0.01815,261.411114384,59.4467399895,SN
SN2019njv,IIn,0.01458,304.9883221,15.3774181,SN
SN2019nyk,II,0.021048,3.8133412518,-8.18940159781,SN
SN2018aoz,Ia,0.0058,177.757542,-28.744081,SN
SN2019muj,Iax,0.007035,36.5771671897,-9.83594182478,SN
SN2019nvm,II,0.01815,261.411114384,59.4467399895,SN
SN2019njv,IIn,0.01458,304.9883221,15.3774181,SN
SN2019myl,Ia,0.0705,31.347083,30.767031,SN
SN2019njv,IIn,0.01458,304.9883221,15.3774181,SN
SN2018dfc,II,0.03651,252.032333,24.304131,SN
SN2019muj,Iax,0.007035,36.5771671897,-9.83594182478,SN
SN2019muj,Iax,0.007035,36.5771671897,-9.83594182478,SN
SN2019lkw,II,0.07,256.287917,33.44255,SN
SN2019lsq,SLSN-I,0.14,1.169167,42.869819,SN
SN2019hge,SLSN-I,0.0866,336.088375,24.788089,SN
SN2019ein,Ia,0.00775,208.371292,40.275369,SN
SN2019fdr,SLSN-II,0.2666,257.278578935,26.8556946632,SN
SN2019lsm,Ibn,0.04168,218.76063906,14.77690375,SN
SN2019kcy,SLSN-I,0.4,212.082422879,8.96694850126,SN
SN2019hgp,Icn,0.0641,234.053641,39.733489,SN
SN2019hge,SLSN-I,0.0866,336.088375,24.788089,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2019eoh,II,0.05007,195.955625,38.28915,SN
SN2019fdr,SLSN-II,0.2666,257.278578935,26.8556946632,SN
SN2019jyw,II,0.011638,16.6259267382,-2.19878564617,SN
SN2019kbj,Ibn,0.048,332.841376171,19.6176320655,SN
SN2019hsx,Ic-BL,0.020652,273.2342469,68.3625593,SN
SN2019hte,IIb,0.08528,218.5566602,21.6016366,SN
SN2019hge,SLSN-I,0.0866,336.088375,24.788089,SN
SN2019kbj,Ibn,0.048,332.841376171,19.6176320655,SN
SN2019jyw,II,0.011638,16.6259267382,-2.19878564617,SN
SN2019eoh,II,0.05007,195.955625,38.28915,SN
SN2019fdr,SLSN-II,0.2666,257.278578935,26.8556946632,SN
SN2019hgp,Icn,0.0641,234.053641,39.733489,SN
SN2018hna,II,0.0024,186.550292,58.314119,SN
SN2019gfm,SLSN-I,0.1816,233.944139266,24.0624798838,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2019gfm,SLSN-I,0.1816,233.944139266,24.0624798838,SN
SN2019hgp,Icn,0.0641,234.053641,39.733489,SN
SN2019cac,IIn,0.0467,207.682920387,-2.50694752737,SN
SN2019eot,SLSN-I,0.3057,270.1247529,50.2953602,SN
SN2019fdr,SLSN-II,0.2666,257.278578935,26.8556946632,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2019hgp,Icn,0.0641,234.053641,39.733489,SN
SN2019hsw,II,0.0055,140.140655455,64.0730454545,SN
SN2018cow,Ic-BL,0.014,244.000917,22.268031,SN
SN2019dge,Ib,0.0213,264.1947591,50.5478107,SN
SN2019hsx,Ic-BL,0.020652,273.2342469,68.3625593,SN
SN2018cuf,II,0.0108,319.048125,-64.482639,SN
SN2019hgp,Icn,0.0641,234.053641,39.733489,SN
SN2019hcc,SLSN-I,0.044,315.087208,-21.34335,SN
SN2019gfm,SLSN-I,0.1816,233.944139266,24.0624798838,SN
SN2019gfm,SLSN-I,0.1816,233.944139266,24.0624798838,SN
SN2019gbx,Ia,0.013,192.511716717,-14.7666545357,SN
SN2019hgp,Icn,0.0641,234.053641,39.733489,SN
SN2019hcc,SLSN-I,0.044,315.087208,-21.34335,SN
SN2019hgp,Icn,0.0641,234.053641,39.733489,SN
SN2019gaf,IIb,0.006,309.2301634,2.8068387,SN
SN2019gaf,IIb,0.006,309.2301634,2.8068387,SN
SN2019gaf,IIb,0.006,309.2301634,2.8068387,SN
SN2019gmh,II,0.030666,247.763208,41.153981,SN
SN2019gbx,Ia,0.013,192.511716717,-14.7666545357,SN
SN2019ehk,Ib,0.0043,185.733958,15.826119,SN
SN2019gbx,Ia,0.013,192.511716717,-14.7666545357,SN
SN2019cqc,SLSN-II,0.1173,275.42938491,30.9926367957,SN
SN2019eot,SLSN-I,0.3057,270.1247529,50.2953602,SN
SN2019eoh,II,0.05007,195.955625,38.28915,SN
SN2019cqc,SLSN-II,0.1173,275.42938491,30.9926367957,SN
SN2019enz,SLSN-I,0.22,209.275335611,27.993909381,SN
SN2019cqc,SLSN-II,0.1173,275.42938491,30.9926367957,SN
SN2019eoh,II,0.05007,195.955625,38.28915,SN
SN2019ehk,Ib,0.0043,185.733958,15.826119,SN
SN2019dde,IIn,0.057,217.050167581,-1.60416405323,SN
SN2019ein,Ia,0.00775,208.371292,40.275369,SN
SN2019eoh,II,0.05007,195.955625,38.28915,SN
SN2019ein,Ia,0.00775,208.371292,40.275369,SN
SN2019ejj,II,0.003,121.7865,-28.053239,SN
SN2019esa,IIn,0.005891,118.753958,-76.411961,SN
SN2019enr,II,0.00818,143.69870953333,10.286953,SN
SN2019eoh,II,0.05007,195.955625,38.28915,SN
SN2019ein,Ia,0.00775,208.371292,40.275369,SN
SN2019cqc,SLSN-II,0.1173,275.42938491,30.9926367957,SN
SN2019ein,Ia,0.00775,208.371292,40.275369,SN
SN2019ehk,Ib,0.0043,185.733958,15.826119,SN
SN2019ehk,Ib,0.0043,185.733958,15.826119,SN
SN2019cad,Ic,0.02751,137.179047394,44.8127901672,SN
SN2019edo,II,0.008569,182.964943262,24.1365846266,SN
SN2019edo,II,0.008569,182.964943262,24.1365846266,SN
SN2019ebq,Ib/c,0.037,255.326410925,-7.00292295817,SN
SN2019dzw,IIn,0.028,262.7914871,-8.4507217,SN
SN2019dzk,II,0.024,258.3414541,-9.9644663,SN
SN2018lfd,SLSN-I,0.27,348.747167,48.757719,SN
SN2018jfo,SLSN-I,0.163,170.9109101,25.9977633,SN
SN2018kyt,SLSN-I,0.108,186.984333,56.393219,SN
SN2019daj,Ia,0.038,211.325877356,-39.8861162069,SN
SN2019dde,IIn,0.057,217.050167581,-1.60416405323,SN
SN2019dnz,IIn,0.025,297.1311535,2.9137498,SN
SN2019daj,Ia,0.038,211.325877356,-39.8861162069,SN
SN2019dke,II,,193.409167,-26.292061,SN
SN2019ctt,IIn,0.046,150.1761872,12.0398166,SN
SN2018hmx,II,0.038,128.413917,55.598081,SN
SN2019deh,Ibn,0.05469,211.43156902,9.515768622,SN
SN2019dge,Ib,0.0213,264.1947591,50.5478107,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2019cac,IIn,0.0467,207.682920387,-2.50694752737,SN
SN2019dgz,Ib,0.0364,184.0191724,29.8516983,SN
SN2019bkc,I,0.02,150.0939325,-3.0201775,SN
SN2019byw,Ia,0.03034,256.2857941,7.9905695,SN
SN2019byw,Ia,0.03034,256.2857941,7.9905695,SN
SN2019cmy,II,0.0314,227.2118383,40.7137219,SN
SN2019cmy,II,0.0314,227.2118383,40.7137219,SN
SN2019but,Ic-BL,0.15,201.029384742,8.92663350553,SN
SN2019cca,SLSN-I,0.4103,180.714167,-16.663239,SN
SN2018zf,II,0.01905,291.831463,65.565086,SN
SN2019cca,SLSN-I,0.4103,180.714167,-16.663239,SN
SN2019aajs,Ibn,0.0358,242.764814,74.361483,SN
SN2019avv,SLSN-II,0.2207,236.1729933,51.1495068,SN
SN2018kyt,SLSN-I,0.108,186.984333,56.393219,SN
SN2019cac,IIn,0.0467,207.682920387,-2.50694752737,SN
SN2019bqe,Ia,0.017,149.91629503636,35.395130863636,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2018hti,SLSN-I,0.063,55.224,11.77705,SN
SN2018fif,II,0.017189,2.360625,47.354069,SN
SN2018bsz,II,0.027,242.412965541,-32.0626763514,SN
SN2016gfr,Ia,0.014,274.898208,23.785889,SN
SN2016gsb,Ia,0.0097,91.1175,-20.3401,SN
SN2019bmj,II,0.05,220.291684191,39.0724038966,SN
SN2019aajs,Ibn,0.0358,242.764814,74.361483,SN
SN2019arb,Ia,0.013696,184.880083,49.814131,SN
SN2018lnb,SLSN-II,0.222,159.636458,48.2752905,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2019ata,Ia,0.03,153.544917,-35.160889,SN
SN2019arb,Ia,0.013696,184.880083,49.814131,SN
SN2018hna,II,0.0024,186.550292,58.314119,SN
SN2018hti,SLSN-I,0.063,55.224,11.77705,SN
SN2018kag,IIn,0.02736,133.9519813,3.6415297,SN
SN2019np,Ia,0.00452,157.341583,29.510639,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2018lnb,SLSN-II,0.222,159.636458,48.2752905,SN
SN2019rz,IIn,0.018853,102.6075719,43.0532158,SN
SN2019yz,Ic,0.00639,235.488752722,0.710958685627,SN
SN2018kag,IIn,0.02736,133.9519813,3.6415297,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2019rz,IIn,0.018853,102.6075719,43.0532158,SN
SN2019qt,IIn,0.035,224.794375,43.819911,SN
SN2019rn,IIb,0.013,34.4983692878,14.5334508892,SN
SN2019np,Ia,0.00452,157.341583,29.510639,SN
SN2018hti,SLSN-I,0.063,55.224,11.77705,SN
SN2019np,Ia,0.00452,157.341583,29.510639,SN
SN2019kf,Ia,0.021,156.8226276,26.5330856,SN
SN2018ibb,SLSN-I,0.16,69.737292,-20.66225,SN
SN2018hna,II,0.0024,186.550292,58.314119,SN
SN2018jkb,II,0.021,35.290833,-4.073269,SN
SN2018lei,Ic,0.006,38.39334,-39.0459,SN
SN2018kpo,II,0.01749,55.179458,-6.423319,SN
SN2020adow,Ic,0.0075050001,128.426091347,27.7121003677,SN
SN2020acat,IIb,0.0079,177.67177066,-10.2274777238,SN
SN2020adra,Ia,0.084025,151.3117467,21.9109166,SN
SN2020aczg,Ia,0.03,150.277875,54.789569,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020adcb,Ia,0.01512,338.5270099,5.564591,SN
SN2020adow,Ic,0.0075050001,128.426091347,27.7121003677,SN
SN2020adow,Ic,0.0075050001,128.426091347,27.7121003677,SN
SN2020abdr,II,0.03,55.697875,-12.280111,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020acat,IIb,0.0079,177.67177066,-10.2274777238,SN
SN2020acat,IIb,0.0079,177.67177066,-10.2274777238,SN
SN2020acbm,II,0.021,40.074167,2.427069,SN
SN2020faa,II,0.04106,221.789456173,72.7365432726,SN
SN2020acma,Ia,0.014,159.491083,-28.90855,SN
SN2020esm,IIP,0.036,211.826083,-5.127131,SN
SN2020znr,SLSN-I,0.1,109.77675,23.885381,SN
SN2020abjq,II,0.018433,16.560958,3.573911,SN
SN2020able,Ic,0.024755,141.509425482,24.521685394,SN
SN2020acbm,II,0.021,40.074167,2.427069,SN
SN2020acat,IIb,0.0079,177.67177066,-10.2274777238,SN
SN2020acct,IIn,0.035,146.233561417,31.0960365255,SN
SN2020acma,Ia,0.014,159.491083,-28.90855,SN
SN2020acat,IIb,0.0079,177.67177066,-10.2274777238,SN
SN2020acat,IIb,0.0079,177.67177066,-10.2274777238,SN
SN2020abue,II,0.028034,121.084667,56.302081,SN
SN2020acbm,II,0.021,40.074167,2.427069,SN
SN2020able,Ic,0.024755,141.509425482,24.521685394,SN
SN2020tlf,IIn,0.008463,220.04175,42.777619,SN
SN2020abtf,II,0.014,119.893662503,15.3000191195,SN
SN2020qmp,II,0.003,182.185167,36.8048,SN
SN2020aatc,Ia,0.01525,42.068458,-10.252089,SN
SN2020abue,II,0.028034,121.084667,56.302081,SN
SN2020aboh,SN,0.007,139.3823485,41.9927816,SN
SN2020abjq,II,0.018433,16.560958,3.573911,SN
SN2020abjq,II,0.018433,16.560958,3.573911,SN
SN2020abgq,Ia,0.008076,187.209375,-1.944111,SN
SN2020znr,SLSN-I,0.1,109.77675,23.885381,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020aatc,Ia,0.01525,42.068458,-10.252089,SN
SN2020aatc,Ia,0.01525,42.068458,-10.252089,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020faa,II,0.04106,221.789456173,72.7365432726,SN
SN2020aasd,II,0.025,140.812574654,33.5669170808,SN
SN2020zpi,Ia,0.03726,40.085208,-1.446861,SN
SN2020yzo,II,0.0185,100.883958,-72.590369,SN
SN2020aabz,Ia,0.0241,43.746,4.060281,SN
SN2020aavm,IIP,0.045,116.681996277,18.1135581132,SN
SN2020znl,II,0.043,93.3245777913,-15.8920687024,SN
SN2020znr,SLSN-I,0.1,109.77675,23.885381,SN
SN2020wnt,I,0.032,56.658125,43.22925,SN
SN2020zgl,Ib-pec,0.0065,352.004792,-2.1649,SN
SN2020zbf,SLSN-I,0.195,29.506964,-41.347732,SN
SN2020aabz,Ia,0.0241,43.746,4.060281,SN
SN2020zoq,II,0.01,159.089958,13.718639,SN
SN2020tlf,IIn,0.008463,220.04175,42.777619,SN
SN2020zgl,Ib-pec,0.0065,352.004792,-2.1649,SN
SN2020pvb,IIn,0.020254,313.470966878,-25.4739146744,SN
SN2020yzo,II,0.0185,100.883958,-72.590369,SN
SN2020rmv,SLSN-I,0.27,10.0007792481,-14.5903161871,SN
SN2020tcw,SLSN-I,0.0645,232.071167,39.947369,SN
SN2020yvu,Ia,0.01,345.249458,40.9106,SN
SN2020yvu,Ia,0.01,345.249458,40.9106,SN
SN2020uew,SLSN-I,0.22367,49.849458,-29.984911,SN
SN2020yvu,Ia,0.01,345.249458,40.9106,SN
SN2020xga,SLSN-I,0.44,56.6640226482,-11.2427497073,SN
SN2020uew,SLSN-I,0.22367,49.849458,-29.984911,SN
SN2020xtz,Ia,0.007612,272.962875,14.98245,SN
SN2020xua,II,0.022,342.842417,32.351311,SN
SN2020xlt,IIb,0.038,124.29713695,64.5263386,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020tcw,SLSN-I,0.0645,232.071167,39.947369,SN
SN2020wtq,Ia,0.007,18.2836039353,28.6770039274,SN
SN2020wtq,Ia,0.007,18.2836039353,28.6770039274,SN
SN2020xva,II,0.017,263.035125,53.653989,SN
SN2020uxz,Ia,0.008246,21.028708,12.921461,SN
SN2020xyw,Ia,0.010814,112.033417,-62.358031,SN
SN2020tlf,IIn,0.008463,220.04175,42.777619,SN
SN2020xyk,II,0.0187,5.23225,21.863569,SN
SN2020xtz,Ia,0.007612,272.962875,14.98245,SN
SN2020xtz,Ia,0.007612,272.962875,14.98245,SN
SN2020xua,II,0.022,342.842417,32.351311,SN
SN2020xhs,II,0.024377,30.742833,45.020281,SN
SN2020xva,II,0.017,263.035125,53.653989,SN
SN2020pni,II,0.01687,225.958167,42.114031,SN
SN2020jfo,II,0.00502,185.460333,4.481681,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020pvb,IIn,0.020254,313.470966878,-25.4739146744,SN
SN2020vfu,SLSN-II,0.1281,109.274333,49.487961,SN
SN2020xhs,II,0.024377,30.742833,45.020281,SN
SN2020wtq,Ia,0.007,18.2836039353,28.6770039274,SN
SN2020wtq,Ia,0.007,18.2836039353,28.6770039274,SN
SN2020rmv,SLSN-I,0.27,10.0007792481,-14.5903161871,SN
SN2020udy,Iax,0.017222,31.705625,44.587581,SN
SN2020uxz,Ia,0.008246,21.028708,12.921461,SN
SN2018dfc,II,0.03651,252.032333,24.304131,SN
SN2020tcw,SLSN-I,0.0645,232.071167,39.947369,SN
SN2020tcw,SLSN-I,0.0645,232.071167,39.947369,SN
SN2020faa,II,0.04106,221.789456173,72.7365432726,SN
SN2020uzq,II,0.0117,353.500792395,-11.7830714212,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020uxz,Ia,0.008246,21.028708,12.921461,SN
SN2020uxz,Ia,0.008246,21.028708,12.921461,SN
SN2020uxz,Ia,0.008246,21.028708,12.921461,SN
SN2020sje,IIP,0.03,19.3415,44.194869,SN
SN2020udy,Iax,0.017222,31.705625,44.587581,SN
SN2020qlb,SLSN-I,0.159,286.956458,62.963781,SN
SN2020tlf,IIn,0.008463,220.04175,42.777619,SN
SN2020uim,II,0.018489,28.1887587774,36.6231557934,SN
SN2020ufx,II,0.05,322.652677785,24.6737180885,SN
SN2020tld,Ia,0.011201,7.423292,-51.536,SN
SN2019gmh,II,0.030666,247.763208,41.153981,SN
SN2019ust,II,0.022035,13.593417,31.670169,SN
SN2020tug,Ia,0.05,359.866168993,17.8652140746,SN
SN2020tkp,Ia,0.035,359.544048488,22.7701245689,SN
SN2020udy,Iax,0.017222,31.705625,44.587581,SN
SN2020uim,II,0.018489,28.1887587774,36.6231557934,SN
SN2020rmv,SLSN-I,0.27,10.0007792481,-14.5903161871,SN
SN2020ufx,II,0.05,322.652677785,24.6737180885,SN
SN2020udy,Iax,0.017222,31.705625,44.587581,SN
SN2018zd,II,0.002979,94.513292,78.366989,SN
SN2020tkx,Ic-BL,,280.0375,34.116539,SN
SN2020lfn,II,0.044,246.737042,20.245889,SN
SN2020faa,II,0.04106,221.789456173,72.7365432726,SN
